"Zip","JobId","Latitude","Longitude","AverageTilt","PaymentType","GrossPrice","FederalTaxCredit","Bedroom","HomeSqFoot","HeatingType","Heating","CoolingType","Cooling","YearBuilt","EngineeringSoldkWSize","EngineeringSoldAnnualkWh","EnergyConsumption","Region","State","AHJ","RoofType","RoofSqFoot","NumMountingPlanes","NumPanels","Utility","ProductTypeAlt","PowerwallCount","UtilityCostPerKWh","OldBill","UtilityRatePlanId","UtilityInflationRate","GasRatePlanID","AverageShading","NumStories","Status","Insolation","yearly_sunlight_kwh_kw_threshold_avg","yearly_sunlight_kwh_n","yearly_sunlight_kwh_s","yearly_sunlight_kwh_e","yearly_sunlight_kwh_w","yearly_sunlight_kwh_f","yearly_sunlight_kwh_median","yearly_sunlight_kwh_total","ZIP","Avg.Age","Avg.Age.Male","Avg..Age.Female","HS.or.Below","Undergrad.or.Below","Graduate.School","Total.Homes","Avg.Value","Median.Income","Population"
1062,"JB-0102715-00",42.307885,-72.689749,31,"Loan",40313,12093.9,3,2686,"",NA,"",NA,2003,9.1,7005.7898,10907.23,"East Coast","MA","Northampton","Comp Shingle Roof",2383,3,28,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.206272,239.2864,9991205,0.04,49601,0.375,"One Story",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4092,40.9,35.6,43.9,0.415578394250831,0.50405687350282,0.0803647322463488,4688,"203635.3868",46303,16124
1062,"JB-0102722-00",42.3108,-72.697036,14,"PPA",39600,9244.8,4,1248,"Gas",1,"",NA,1959,7.2,7154.6862,7393,"East Coast","MA","Northampton","Comp Shingle Roof",1757,1,24,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208386,180.1813,9991205,0.04,49601,0.21,"",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4092,40.9,35.6,43.9,0.415578394250831,0.50405687350282,0.0803647322463488,4688,"203635.3868",46303,16124
1098,"JB-0102723-00",42.395564,-72.935971,35,"PPA",55412.5,13389.675,4,2132,"",NA,"",NA,1800,10.075,8360.0471,8439,"East Coast","MA","Worthington Town","Comp Shingle Roof",2460,1,31,"Eversource Energy (WMECO)","PV Only",NA,0.201606,193.5778,9991213,0.04,49601,0.1125,"",0,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4255,47.8,47.4,49.2,0.405714285714286,0.474285714285714,0.12,216,"184200.8935",44549,783
1082,"JB-0102726-00",42.234308,-72.277022,26,"Loan",57649.75,17294.925,3,2750,"",NA,"",NA,2005,11.7,11727.158,13467,"East Coast","MA","Ware Town","Comp Shingle Roof",1663,2,36,"National Grid USA (Massachusetts Electric)","PV+Storage",2,0.162062,233.6721,998504511,0.04,49601,0.215833333,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4222,42.5,43.3,42.1,0.352198990627253,0.566330209084355,0.0814708002883922,1394,"221744.4835",74952,3378
1028,"JB-0102727-00",42.074165,-72.529283,17,"Lease",75900,17719.2,3,1400,"",NA,"",NA,1986,13.8,11897.4318,11108,"East Coast","MA","East Longmeadow","Comp Shingle Roof",1883,2,46,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.194936,232.2442,9991205,0.04,49601,0.156888889,"One Story",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4040,53.2,51.4,55.1,0.410585404971933,0.483159582999198,0.106255012028869,1185,"203474.1954",42035,2629
1005,"JB-0102739-00",42.426679,-72.139024,35,"Loan",12957.75,3887.325,3,1025,"",NA,"",NA,1950,2.925,3496.7997,3587,"East Coast","MA","Barre","Comp Shingle Roof",2049,1,9,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.219422,117.3874,9991205,0.04,49601,0.067777778,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4001,47,46.4,49,0.365095805282237,0.59658208182289,0.0383221128948731,888,"214985.4403",51227,2138
1002,"JB-0102740-00",42.366931,-72.522468,36,"Loan",49011.25,14703.375,5,2580,"Gas / Other",1,"Wall",1,1915,9.75,7330.6948,11071,"East Coast","MA","Amherst","Comp Shingle Roof",2221,2,30,"Eversource Energy (WMECO)","PV+Storage",1,0.206072,241.9167,9991213,0.04,49601,0.103333333,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,3909,51.1,51.6,50.7,0.216159770264978,0.585171648609842,0.198668581125179,3568,"344158.7393",61753,10093
1056,"JB-0102741-00",42.184051,-72.416929,31,"Loan",56496,16948.8,3,2200,"Oil / Wood / Pellet",1,"Central",1,1988,13.2,12630.1825,13843,"East Coast","MA","Ludlow","Comp Shingle Roof",3004,2,44,"Eversource Energy (WMECO)","PV Only",NA,0.205831,289.2412,9991213,0.04,49601,0.067727273,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4085,42.6,40.5,45.2,0.455223880597015,0.46044776119403,0.0843283582089552,672,"208716.0305",55429,1530
1027,"JB-0102751-00",42.26231,-72.68113,24,"Loan",41872.75,12561.825,4,2183,"",NA,"",NA,1900,7.8,7348.5437,8986,"East Coast","MA","Easthampton","Comp Shingle Roof",2329,2,24,"Eversource Energy (WMECO)","PV+Storage",1,0.20768,207.3161,9991213,0.04,49601,0.12,"",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4039,37.5,37.1,38.3,0.365881677197013,0.540876890675857,0.09324143212713,2175,"223350.0862",67751,6428
1073,"JB-0102753-00",42.255245,-72.719812,26,"Lease",31350,7318.8,3,1900,"",NA,"",NA,2008,5.7,6114.5096,5966,"East Coast","MA","Southampton","Comp Shingle Roof",3762,1,19,"Eversource Energy (WMECO)","PV Only",NA,0.208141,155.2792,9991213,0.04,49601,0.07,"",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4108,54.7,53.4,56.1,0.148793565683646,0.508042895442359,0.343163538873995,391,"322627.4143",58429,843
1151,"JB-011740-00",42.147226,-72.50743,34,"PPA",33000,7704,3,1042,"",NA,"",NA,1932,6,5148.9849,5331,"East Coast","MA","Springfield","Comp Shingle Roof",1271,2,20,"Eversource Energy (WMECO)","PV Only",NA,0.204514,142.6536,9991213,0.04,49601,0,"",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4412,41.2,40.8,41.7,0.34981440237565,0.580252412769117,0.0699331848552339,2363,"168642.1244",49913,8982
1104,"JB-011756-00",42.145877,-72.564787,38,"PPA",42900,10366.2,4,1000,"",NA,"",NA,1943,7.8,7386.3454,7778,"East Coast","MA","Springfield","Comp Shingle Roof",1386,2,24,"Eversource Energy (WMECO)","PV Only",NA,0.130909,136.649,998504523,0.04,49601,0.113333333,"",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,"JB-011761-00",42.121872,-72.490026,20,"Lease",19800,4622.4,3,2664,"",NA,"",NA,1960,3.6,3997.7374,7211,"East Coast","MA","Springfield","Comp Shingle Roof",2323,1,12,"Eversource Energy (WMECO)","PV Only",NA,0.207005,176.1914,9991213,0.04,49601,0.130416667,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4345,43.7,42.7,44.5,0.419639573372563,0.490131175677332,0.0902292509501042,3486,"161978.1384",50261,11505
1225,"JB-0121403-00",42.535764,-73.181877,25,"Loan",27355.25,8206.575,4,4272,"Oil",1,"None",0,1967,6.175,7603.6119,7480,"East Coast","MA","Cheshire Town","Comp Shingle Roof",5305,1,19,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.211225,183.4617,9991205,0.04,49601,0.06,"",1,3.57,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4555,48.5,42.6,49.9,0.3265625,0.5328125,0.140625,599,"221865.1227",47692,1607
1247,"JB-0121406-00",42.689417,-73.10378,38,"Lease",37950,8859.6,4,2277,"",NA,"",NA,1900,6.9,5665.7862,13685,"East Coast","MA","North Adams","Comp Shingle Roof",2287,4,23,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.204068,284.5211,9991205,0.04,49601,0.15902439,"One Story",0,3.57,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4613,62.3,58.7,62.7,0.658823529411765,0.164705882352941,0.176470588235294,38,"145789.0132",44531,202
1201,"JB-0121410-00",42.480605,-73.245799,45,"Lease",73287.5,17708.925,5,2990,"",NA,"",NA,1940,13.325,11179.8163,12303,"East Coast","MA","Pittsfield","Comp Shingle Roof",2510,2,41,"Eversource Energy (WMECO)","PV Only",NA,0.205799,262.7934,9991213,0.04,49601,0.088780488,"One Story",1,3.67,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4485,54.9,54.8,55,0.4,0.4375,0.1625,76,"160756.0789",29708,183
1331,"JB-013715-00",42.570968,-72.264336,41,"Lease",37950,8859.6,3,1209,"Other",1,"None",0,1920,6.9,6288.544,6434,"East Coast","MA","Athol","Comp Shingle Roof",2798,2,23,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.209427,164.0861,9991205,0.04,49601,0.125652174,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4773,46.2,45.9,46.3,0.543761638733706,0.456238361266294,0,254,"138365.6417",34324,848
1364,"JB-013724-00",42.599546,-72.358132,28,"Loan",25038,7511.4,3,1108,"",NA,"",NA,2004,5.85,6048.1497,6438,"East Coast","MA","Orange","Comp Shingle Roof",1381,1,18,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.221356,170.5556,9991205,0.04,49601,0.28,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4915,44.6,43,45.3,0.371020856201976,0.473576917045633,0.155402226752391,2441,"195568.9652",39499,8468
1331,"JB-013726-00",42.593449,-72.220058,37,"PPA",33000,7704,3,1353,"Oil",1,"Central",1,1900,6,5117.587,6035,"East Coast","MA","Athol","Comp Shingle Roof",1572,2,20,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.221728,163.3091,9991205,0.04,49601,0.047894737,"",0,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4773,46.2,45.9,46.3,0.543761638733706,0.456238361266294,0,254,"138365.6417",34324,848
1420,"JB-0142998-00",42.594421,-71.780803,26,"PPA",24750,5778,4,1964,"",NA,"",NA,2002,4.5,4288.4725,3883,"East Coast","MA","Fitchburg","Comp Shingle Roof",983,2,15,"Unitil (Fitchburg Gas and Electric Company)","PV Only",NA,0.246039,131.4125,9991201,0.04,49601,0.108,"Two Stories",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4985,55.1,57.1,54.5,0.524590163934426,0.475409836065574,0,34,"174558.3235",33194,90
1464,"JB-0143002-00",42.57544,-71.622362,34,"PPA",61050,14252.4,5,2778,"",NA,"",NA,1770,11.1,10194.8658,10244,"East Coast","MA","Shirley","Comp Shingle Roof",2436,3,37,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208318,229.6329,9991205,0.04,49601,0.252631579,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5079,42.6,43.8,40.5,0.426987060998152,0.44731977818854,0.125693160813309,263,"199723.8384",49363,730
1420,"JB-0143006-00",42.583732,-71.828848,35,"PPA",26812.5,6478.875,3,1800,"Oil",1,"",NA,2002,4.875,5798.1731,7214,"East Coast","MA","Fitchburg","Comp Shingle Roof",1851,1,15,"Unitil (Fitchburg Gas and Electric Company)","PV Only",NA,0.24524,199.2286,9991201,0.04,49601,0.03,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,4985,55.1,57.1,54.5,0.524590163934426,0.475409836065574,0,34,"174558.3235",33194,90
1453,"JB-0143009-00",42.524647,-71.745954,40,"PPA",30387.5,7342.725,4,1872,"",NA,"",NA,1935,5.525,6562.7964,13517,"East Coast","MA","Leominster","Comp Shingle Roof",1409,2,17,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.206033,283.8775,9991205,0.04,49601,0.015882353,"One Story",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5062,42.7,46.3,38.7,0.364356435643564,0.536633663366337,0.099009900990099,239,"297300.7782",58256,702
1440,"JB-0143015-00",42.556339,-71.992868,18,"Loan",30816,9244.8,3,2318,"",NA,"",NA,1989,7.2,8940.9604,20158,"East Coast","MA","Gardner","Comp Shingle Roof",2283,1,24,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.162584,324.912,998504511,0.04,49601,0.17,"",0,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5045,47.2,43.9,50.2,0.352859135285914,0.453277545327755,0.193863319386332,695,"243416.7921",57135,1758
1453,"JB-0143018-00",42.565325,-71.739391,22,"PPA",29700,6933.6,3,1092,"",NA,"",NA,1968,5.4,6267.0412,5570,"East Coast","MA","Leominster","Comp Shingle Roof",1655,1,18,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.212522,150.444,9991205,0.04,49601,0.11,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5062,42.7,46.3,38.7,0.364356435643564,0.536633663366337,0.099009900990099,239,"297300.7782",58256,702
1453,"JB-0143019-00",42.517958,-71.76577,45,"PPA",46475,11230.05,3,1398,"Oil",1,"None",0,1900,8.45,7576.2462,16328,"East Coast","MA","Leominster","Comp Shingle Roof",1178,2,26,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.205487,331.3973,9991205,0.04,49601,0.080769231,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5062,42.7,46.3,38.7,0.364356435643564,0.536633663366337,0.099009900990099,239,"297300.7782",58256,702
1453,"JB-0143020-00",42.518398,-71.74857,45,"Lease",33000,7704,3,1600,"Oil",1,"",NA,1900,6,7458.6469,10154,"East Coast","MA","Leominster","Comp Shingle Roof",1623,1,20,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.162169,189.02,998504511,0.04,49601,0,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5062,42.7,46.3,38.7,0.364356435643564,0.536633663366337,0.099009900990099,239,"297300.7782",58256,702
1453,"JB-0143028-00",42.491033,-71.757078,30,"PPA",29736,8089.2,3,1695,"",NA,"",NA,1975,6.3,4960.6943,14084,"East Coast","MA","Leominster","Comp Shingle Roof",1862,2,21,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.215064,304.2116,9991205,0.04,49601,0.31,"Two Stories",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5062,42.7,46.3,38.7,0.364356435643564,0.536633663366337,0.099009900990099,239,"297300.7782",58256,702
1469,"JB-0143031-00",42.677595,-71.656331,40,"Loan",42372,12711.6,4,2624,"",NA,"",NA,2005,9.9,9210.2862,9278,"East Coast","MA","Townsend","Comp Shingle Roof",3031,2,33,"Unitil (Fitchburg Gas and Electric Company)","PV Only",NA,0.242646,239.4044,9991201,0.04,49601,0.241818182,"Two Stories",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5089,47.1,48.5,45.9,0.437873033098209,0.460661964188823,0.101465002712968,1448,"180229.1461",48659,4979
1453,"JB-0143032-00",42.492533,-71.736717,30,"Loan",57590,17277,3,1800,"",NA,"",NA,1987,13,15075.8135,15494,"East Coast","MA","Leominster","Comp Shingle Roof",1990,3,40,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.214948,329.3326,9991205,0.04,49601,0.034,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5062,42.7,46.3,38.7,0.364356435643564,0.536633663366337,0.099009900990099,239,"297300.7782",58256,702
1475,"JB-0143037-00",42.680466,-72.039923,35,"PPA",62562.5,15117.375,4,1668,"",NA,"",NA,1947,11.375,10663.3568,22513,"East Coast","MA","Winchendon","Comp Shingle Roof",1775,2,35,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.204831,436.0788,9991205,0.04,49601,0.081428571,"",1,3.6,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5146,55.4,55.5,55.3,0.406934306569343,0.476277372262774,0.116788321167883,261,"247480.3602",49816,750
1504,"JB-0154631-00",42.022019,-71.538621,21,"PPA",75900,17719.2,3,1953,"",NA,"",NA,1985,13.8,14391.2887,19428,"East Coast","MA","Blackstone","Comp Shingle Roof",2468,3,46,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.203251,380.8625,9991205,0.04,49601,0.115333333,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5346,47,47.9,46.5,0.293374508702976,0.516282987085907,0.190342504211117,1549,"229074.7282",52798,5184
1504,"JB-0154632-00",42.039177,-71.511109,28,"PPA",55412.5,13389.675,4,2470,"Oil",1,"Central",1,1929,10.075,9733.2958,9765,"East Coast","MA","Blackstone","Comp Shingle Roof",2769,2,31,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.20754,220.6844,9991205,0.04,49601,0,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5346,47,47.9,46.5,0.293374508702976,0.516282987085907,0.190342504211117,1549,"229074.7282",52798,5184
1507,"JB-0154639-00",42.119771,-71.914415,24,"PPA",29700,6933.6,4,2763,"Oil",1,"Wall",1,1986,5.4,5449.072,5172,"East Coast","MA","Charlton","Comp Shingle Roof",2340,1,18,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.213346,143.7506,9991205,0.04,49601,0.35,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5353,49.1,49.1,49.3,0.388379204892966,0.504587155963303,0.107033639143731,273,"228287.0623",49816,1072
1519,"JB-0154643-00",42.191758,-71.685066,40,"Loan",43656,13096.8,4,3103,"",NA,"",NA,2005,10.2,11132.8754,12516,"East Coast","MA","Grafton","Comp Shingle Roof",3206,2,34,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.206456,215.3332,9991205,0.04,40003,0.015,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5404,31.9,30.4,34.7,0.431196406696611,0.446100449162924,0.122703144140466,1322,"223957.5318",42911,7240
1524,"JB-0154647-00",42.239112,-71.932891,22,"Loan",35262.5,10578.75,3,1368,"Oil",1,"",NA,1987,10.075,8831.9335,8822,"East Coast","MA","Leicester Town","Comp Shingle Roof",2990,2,31,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.206979,203.9627,9991205,0.04,49601,0.15,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5441,38.3,38.6,37.6,0.450920245398773,0.484662576687117,0.0644171779141104,333,"211658.6652",54231,958
1543,"JB-0154649-00",42.370644,-71.940455,24,"Loan",25772.25,7731.675,3,1196,"",NA,"",NA,1976,7.5,7243.5436,7355,"East Coast","MA","Rutland","Comp Shingle Roof",1408,1,25,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.219601,186.3952,9991205,0.04,49601,0.18,"One Story",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5464,36.9,36.2,37.8,0.302498903989478,0.607628233231039,0.0898728627794827,897,"252881.3283",62244,3008
1507,"JB-0154650-00",42.108746,-71.996626,20,"Loan",17976,5392.8,2,912,"",NA,"",NA,1985,4.2,3498.9624,3748,"East Coast","MA","Charlton","Comp Shingle Roof",1277,1,14,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.2285,123.1666,9991205,0.04,49601,0,"One Story",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5353,49.1,49.1,49.3,0.388379204892966,0.504587155963303,0.107033639143731,273,"228287.0623",49816,1072
1523,"JB-0154654-00",42.444172,-71.701615,25,"Loan",46224,13867.2,6,5292,"Oil",1,"Central",1,1975,13.5,15284.4097,10966,"East Coast","MA","Lancaster","Comp Shingle Roof",3646,1,45,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.216968,250.071,9991205,0.04,49601,0.03,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5440,45.9,48.7,44.3,0.527777777777778,0.382996632996633,0.0892255892255892,552,"206281.2228",51475,1998
1550,"JB-0154660-00",42.032632,-72.028322,35,"Cash",20158.75,6047.625,4,1481040,"",NA,"",NA,1798,3,3161.7648,3594,"East Coast","MA","Southbridge Town","Comp Shingle Roof",5603,1,10,"National Grid USA (Massachusetts Electric)","PV+Storage",1,0.229027,120.3919,9991205,0.04,49601,0.112,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5476,39.6,45.1,35.7,0.656176608736496,0.301080319398779,0.0427430718647252,825,"157281.3321",39921,3183
1543,"JB-0154661-00",42.380195,-71.935828,32,"Loan",24652.8,7395.84,5,2128,"Oil",1,"None",0,1993,7.2,5603.6091,6760,"East Coast","MA","Rutland","Comp Shingle Roof",2028,2,24,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.220697,176.1242,9991205,0.04,49601,0.26,"One Story",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5464,36.9,36.2,37.8,0.302498903989478,0.607628233231039,0.0898728627794827,897,"252881.3283",62244,3008
1562,"JB-0154662-00",42.248245,-71.99165,35,"PPA",31350,7318.8,4,1972,"",NA,"",NA,1887,5.7,5756.8387,5505,"East Coast","MA","Spencer","Comp Shingle Roof",1248,1,19,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.222903,154.0554,9991205,0.04,49601,0.07,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5492,45.1,42.5,45.5,0.447937131630648,0.453831041257367,0.0982318271119843,253,"216629.9427",48831,682
1540,"JB-0154663-00",42.115965,-71.866796,14,"PPA",13200,3081.6,3,1400,"",NA,"",NA,1917,2.4,2403.4187,5920,"East Coast","MA","Oxford","Comp Shingle Roof",1019,2,8,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.222092,161.364,9991205,0.04,49601,0.182857143,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5461,40.1,42.2,39.6,0.272993175170621,0.563860903477413,0.163145921351966,1414,"282404.0446",71881,4542
1562,"JB-0154664-00",42.19271,-71.988828,23,"PPA",75900,17719.2,6,3484,"Electric",1,"",NA,1973,13.8,15311.0091,27242,"East Coast","MA","Spencer","Comp Shingle Roof",2671,2,46,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.140928,371.7282,998504511,0.04,49601,0.045454545,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5492,45.1,42.5,45.5,0.447937131630648,0.453831041257367,0.0982318271119843,253,"216629.9427",48831,682
1605,"JB-0161177-00",42.273996,-71.789496,30,"Lease",58987.5,13770.9,7,3175,"",NA,"",NA,1900,10.725,9612.8476,19877,"East Coast","MA","Worcester","Comp Shingle Roof",1588,4,33,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208697,397.4871,9991205,0.04,49601,0.124545455,"One Story",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5738,53.7,55,52.1,0.383187772925764,0.475982532751092,0.140829694323144,404,"255395.5619",62566,1072
1604,"JB-0161178-00",42.247753,-71.765182,34,"Loan",23112,6933.6,4,1932,"Oil",1,"Wall",1,2001,5.4,3833.5383,5319,"East Coast","MA","Worcester","Comp Shingle Roof",2041,1,18,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.213029,94.4249,9991205,0.04,40003,0.38,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5737,47.3,48.6,45.6,0.330998248686515,0.476357267950963,0.192644483362522,242,"255825.9463",63625,875
1604,"JB-0161179-00",42.247811,-71.782551,23,"PPA",41250,9630,3,1346,"",NA,"",NA,1988,7.5,7919.3262,11720,"East Coast","MA","Worcester","Comp Shingle Roof",1542,1,25,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.216625,263.3692,9991205,0.04,49601,0.2,"One Story",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5737,47.3,48.6,45.6,0.330998248686515,0.476357267950963,0.192644483362522,242,"255825.9463",63625,875
1603,"JB-0161180-00",42.235762,-71.851905,41,"Cash",8988,2696.4,6,2790,"Gas / Wood / Pellet",1,"None",0,1918,2.1,2710.8797,2525,"East Coast","MA","Worcester","Comp Shingle Roof",2101,1,7,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.226026,99.3581,9991205,0.04,49601,0.04,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5736,46.8,42.6,49.2,0.380281690140845,0.484909456740443,0.134808853118712,187,"261389.8743",53468,684
1604,"JB-0161181-00",42.259203,-71.767318,27,"Loan",38009.4,11402.82,3,1853,"Gas",1,"",NA,1957,10.725,8640.3976,9600,"East Coast","MA","Worcester","Comp Shingle Roof",1422,2,33,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.21776,226.0064,9991205,0.04,49601,0.249230769,"One Story",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,5737,47.3,48.6,45.6,0.330998248686515,0.476357267950963,0.192644483362522,242,"255825.9463",63625,875
1757,"JB-0173897-00",42.145337,-71.512183,39,"PPA",11550,2696.4,3,1058,"",NA,"",NA,1900,2.1,2656.0378,2526,"East Coast","MA","Milford","Comp Shingle Roof",1368,1,7,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.226856,99.5516,9991205,0.04,49601,0.03,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6234,43.1,42.1,44.5,0.422080107707842,0.470380343318748,0.10753954897341,2264,"237387.981",68849,8244
