"Zip","JobId","Latitude","Longitude","AverageTilt","PaymentType","GrossPrice","FederalTaxCredit","Bedroom","HomeSqFoot","HeatingType","Heating","CoolingType","Cooling","YearBuilt","EngineeringSoldkWSize","EngineeringSoldAnnualkWh","EnergyConsumption","Region","State","AHJ","RoofType","RoofSqFoot","NumMountingPlanes","NumPanels","Utility","ProductTypeAlt","PowerwallCount","UtilityCostPerKWh","OldBill","UtilityRatePlanId","UtilityInflationRate","GasRatePlanID","AverageShading","NumStories","Status","Insolation","yearly_sunlight_kwh_kw_threshold_avg","yearly_sunlight_kwh_n","yearly_sunlight_kwh_s","yearly_sunlight_kwh_e","yearly_sunlight_kwh_w","yearly_sunlight_kwh_f","yearly_sunlight_kwh_median","yearly_sunlight_kwh_total","ZIP","Avg.Age","Avg.Age.Male","Avg..Age.Female","HS.or.Below","Undergrad.or.Below","Graduate.School","Total.Homes","Avg.Value","Median.Income","Population"
85255,"JB-8528066-00",33.683222,-111.922857,22,"Loan",23400,7020,4,1873,"",NA,"",NA,1996,7.2,11139.0087,20937,"Southwest","AZ","Scottsdale","Flat Tile",3192,1,24,"Arizona Public Service Company","PV Only",NA,0.1246,217.395,10002,0.035,40003,0.01,"Two Stories",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528069-00",33.635232,-111.946732,5,"Loan",21840,6552,4,2497,"Electric",1,"Refrigeration",1,1986,8.4,13545.3439,16934,"Southwest","AZ","Phoenix","Foam",3685,1,28,"Arizona Public Service Company","PV Only",NA,0.138799,195.8688,10000,0.035,40003,0.44,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85253,"JB-8528071-00",33.567007,-111.934439,5,"Loan",32045,9613.5,6,5004,"",NA,"",NA,1999,9.425,15134.7411,53670,"Southwest","AZ","Paradise Valley","Foam",12359,4,29,"Arizona Public Service Company","PV Only",NA,0.130155,596.3625,10002,0.035,40003,0.018305085,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85233,"JB-8528072-00",33.348235,-111.799019,23,"Lease",36600,11700,4,2520,"Gas",1,"Refrigeration",1,1996,12,18755.2605,18168,"Southwest","AZ","Gilbert","Round Tile",2300,3,40,"Arizona Public Service Company","PV Only",NA,0.134252,261.2832,10000,0.035,10800,0.022,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528073-00",33.60397,-111.952086,21,"Loan",21840,6552,5,2892,"",NA,"Refrigeration",1,1978,8.4,14764.6961,15990,"Southwest","AZ","Phoenix","Comp Shingle Roof",4535,1,28,"Arizona Public Service Company","PV Only",NA,0.183808,303.0305,10000,0.035,10800,0.01,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528074-00",33.637187,-111.942545,10,"Lease",38430,12285,4,2335,"Electric",1,"",NA,1980,12.6,19709.8186,20503,"Southwest","AZ","Phoenix","Rolled Roofing / Torchdown / Bitumen",3110,2,42,"Arizona Public Service Company","PV Only",NA,0.130509,281.091,10002,0.035,10800,0.084285714,"Two Stories",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528078-00",33.621453,-111.957828,21,"Loan",30225,9067.5,4,2963,"Electric",1,"Refrigeration",1,1989,9.3,17190.0294,25912,"Southwest","AZ","Phoenix","Round Tile",3831,1,31,"Arizona Public Service Company","PV Only",NA,0.158869,401.1569,10002,0.035,10800,0.01,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528086-00",33.726296,-111.837313,24,"Loan",20475,6142.5,NA,2071,"Gas",1,"Central",1,1996,6.3,11619.9693,12489,"Southwest","AZ","Scottsdale","Flat Tile",3698,1,21,"Arizona Public Service Company","PV Only",NA,0.158497,228.9177,10000,0.035,10500,0,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528090-00",33.64374,-111.955077,22,"Cash",17550,5265,5,3805,"",NA,"Refrigeration",1,1981,5.4,8003.0145,25756,"Southwest","AZ","Phoenix","Round Tile",5906,2,18,"Arizona Public Service Company","PV Only",NA,0.131428,340.1953,10002,0.035,10800,0.018333333,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528091-00",33.611019,-111.949974,5,"Lease",40260,12870,4,5000,"Electric / Solar",1,"Refrigeration / Solar",1,1979,13.2,19464.943,25563,"Southwest","AZ","Phoenix","Foam",7710,2,44,"Arizona Public Service Company","PV Only",NA,0.13334,342.1532,10002,0.035,10800,1.11e-16,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85233,"JB-8528093-00",33.340054,-111.803486,22,"Loan",26325,7897.5,4,2018,"",NA,"",NA,1991,8.1,12983.8194,19719,"Southwest","AZ","Gilbert","Round Tile",1821,3,27,"Arizona Public Service Company","PV Only",NA,0.181804,298.7501,10000,0.035,40003,0.005925926,"One Story",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85233,"JB-8528094-00",33.348763,-111.801152,22,"Loan",20475,6142.5,3,2058,"Electric / Solar",1,"Central / Refrigeration / Solar",1,1993,6.3,9530.7675,17562,"Southwest","AZ","Gilbert","Flat Tile",3305,1,21,"Arizona Public Service Company","PV Only",NA,0.138213,260.3006,10002,0.035,10800,0.01,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85260,"JB-8528096-00",33.61729,-111.868994,23,"Loan",26520,7956,4,2370,"",NA,"",NA,1994,10.2,18197.0542,16320,"Southwest","AZ","Scottsdale","Round Tile",3722,2,34,"Arizona Public Service Company","PV Only",NA,0.162609,279.2552,10000,0.035,10800,0.060588235,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85262,"JB-8528097-00",33.738649,-111.84978,5,"Loan",82875,24862.5,3,4052,"Electric",1,"",NA,2005,24.375,36325.033,41002,"Southwest","AZ","Scottsdale","Foam",5129,6,75,"Arizona Public Service Company","PV Only",NA,0.130398,445.5499,10000,0.035,40003,0.120933333,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85253,"JB-8528098-00",33.54156,-111.985223,5,"Loan",59670,17901,3,3925,"",NA,"",NA,1994,17.55,21760.1916,57870,"Southwest","AZ","Paradise Valley","Foam",2835,3,54,"Arizona Public Service Company","PV Only",NA,0.112816,602.1598,10002,0.035,10800,0.251111111,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528100-00",33.695844,-111.883085,22,"Loan",31200,9360,4,3102,"Electric",1,"",NA,1995,9.6,15109.97,35383,"Southwest","AZ","Scottsdale","Flat Tile",5511,3,32,"Arizona Public Service Company","PV Only",NA,0.135104,398.3657,10002,0.035,40003,0.007575758,"Two Stories",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85225,"JB-8528105-00",33.313032,-111.85711,5,"Lease",16470,5265,2,1359,"",NA,"",NA,1979,5.4,9038.389,9189,"Southwest","AZ","Chandler","Foam",2210,2,18,"Arizona Public Service Company","PV Only",NA,0.106659,139.7003,10000,0.035,10800,0.013333333,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85234,"JB-8528107-00",33.360745,-111.785035,18,"Lease",16470,5265,5,2214,"",NA,"",NA,1982,5.4,9530.4251,10347,"Southwest","AZ","Gilbert","Comp Shingle Roof",3273,2,18,"Arizona Public Service Company","PV Only",NA,0.145637,125.5758,10002,0.035,40003,0.027777778,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528109-00",33.587585,-111.844897,22,"Cash",18525,5557.5,3,1993,"Electric",1,"Central",1,1984,5.7,7907.2179,13488,"Southwest","AZ","Scottsdale","Round Tile",3222,2,19,"Arizona Public Service Company","PV Only",NA,0.182852,263.6321,10002,0.035,10800,0.150526316,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85262,"JB-8528112-00",33.74213,-111.836002,23,"Cash",29250,8775,NA,2453,"Gas",1,"",NA,1998,9,16569.7353,16119,"Southwest","AZ","Scottsdale","Flat Tile",3965,1,30,"Arizona Public Service Company","PV Only",NA,0.155142,266.5012,10000,0.035,10800,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85262,"JB-8528113-00",33.817258,-111.845362,18,"Loan",31200,9360,4,4061,"Gas",1,"Central",1,2007,9.6,16906.9297,16230,"Southwest","AZ","Scottsdale","Round Tile",6703,2,32,"Arizona Public Service Company","PV Only",NA,0.162104,277.3526,10000,0.035,10800,0.00625,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85262,"JB-8528114-00",33.834544,-111.879888,5,"Loan",40885,12265.5,4,4508,"Gas",1,"",NA,2002,12.025,20276.8246,42652,"Southwest","AZ","Scottsdale","Foam",7256,4,37,"Arizona Public Service Company","PV Only",NA,0.113736,462.3634,10002,0.035,10800,0,"Two Stories",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85234,"JB-8528116-00",33.362908,-111.77694,18,"Loan",34125,10237.5,3,2708,"Electric",1,"Refrigeration",1,1983,10.5,14118.4636,23284,"Southwest","AZ","Gilbert","Round Tile",4878,1,35,"Arizona Public Service Company","PV Only",NA,0.127948,306.2877,10000,0.035,10800,0.16,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528118-00",33.588232,-111.843461,22,"Lease",23790,7605,3,1436,"Electric",1,"Central",1,1991,7.8,9354.3272,9382,"Southwest","AZ","Scottsdale","Round Tile",1561,1,26,"Arizona Public Service Company","PV Only",NA,0.181148,199.7342,10000,0.035,10800,0.01,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528122-00",33.61353,-111.841519,18,"Loan",83850,25155,5,5241,"",NA,"Refrigeration",1,2001,25.8,44449.6927,44476,"Southwest","AZ","Scottsdale","Flat Tile",8659,2,86,"Arizona Public Service Company","PV Only",NA,0.123734,516.7067,10000,0.035,10800,1.11e-16,"One Story",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528123-00",33.587492,-111.844758,23,"Loan",14625,4387.5,2,1205,"Electric",1,"Central / Refrigeration",1,1984,4.5,7466.7371,7160,"Southwest","AZ","Scottsdale","Round Tile",1660,3,15,"Arizona Public Service Company","PV Only",NA,0.159426,153.2306,10000,0.035,10800,0.068666667,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528124-00",33.584985,-111.841126,23,"Loan",33150,9945,3,1699,"",NA,"",NA,1983,10.2,18585.0827,18934,"Southwest","AZ","Scottsdale","Flat Tile",2447,1,34,"Arizona Public Service Company","PV Only",NA,0.134453,212.1446,10000,0.035,40003,0.03,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85260,"JB-8528126-00",33.584195,-111.858938,22,"Loan",16575,4972.5,4,2064,"Electric",1,"Central",1,1984,4.875,7564.0086,15600,"Southwest","AZ","Scottsdale","Round Tile",3333,1,15,"Arizona Public Service Company","PV Only",NA,0.136881,236.0515,10002,0.035,10800,0.02,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85250,"JB-8528129-00",33.526053,-111.922837,5,"Loan",22100,6630,3,2509,"Electric",1,"",NA,1975,6.5,10069.9434,12477,"Southwest","AZ","Scottsdale","Foam",2993,1,20,"Arizona Public Service Company","PV Only",NA,0.163012,227.598,10000,0.035,10800,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528130-00",33.604142,-111.964223,12,"Loan",24960,7488,4,2469,"Gas",1,"",NA,1973,9.6,16173.1668,17507,"Southwest","AZ","Phoenix","Comp Shingle Roof",3469,3,32,"Arizona Public Service Company","PV Only",NA,0.135923,256.4073,10000,0.035,10800,0.04375,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528131-00",33.696659,-111.879946,5,"Cash",29835,8950.5,4,2755,"",NA,"",NA,1979,8.775,15277.9538,12587,"Southwest","AZ","Scottsdale","Foam",4172,1,27,"Arizona Public Service Company","PV Only",NA,0.141392,206.4148,10002,0.035,10800,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85253,"JB-8528133-00",33.538895,-111.983451,22,"Loan",29835,8950.5,5,3568,"Gas",1,"",NA,1963,8.775,13318.2883,17454,"Southwest","AZ","Paradise Valley","Comp Shingle Roof",5770,2,27,"Arizona Public Service Company","PV Only",NA,0.146023,283.571,10002,0.035,10800,0.038888889,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528136-00",33.682665,-111.910009,5,"Cash",26965,8089.5,4,4450,"",NA,"",NA,2003,4.225,7295.0943,49659,"Southwest","AZ","Scottsdale","Rolled Roofing / Torchdown / Bitumen",6008,1,13,"Arizona Public Service Company","PV+Storage",2,0.105537,494.8434,10002,0.035,10800,0,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85225,"JB-8528137-00",33.293702,-111.851896,23,"Loan",45305,13591.5,4,1790,"",NA,"",NA,1991,13.325,18444.9567,25691,"Southwest","AZ","Chandler","Round Tile",3161,2,41,"Arizona Public Service Company","PV Only",NA,0.118975,312.7425,10000,0.035,10800,0.127073171,"One Story",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85225,"JB-8528137-00",33.293702,-111.851896,23,"Loan",45305,13591.5,4,1790,"",NA,"",NA,1991,13.325,18444.9567,25691,"Southwest","AZ","Chandler","Round Tile",3161,2,41,"Arizona Public Service Company","PV Only",NA,0.118975,312.7425,10000,0.035,10800,0.127073171,"Two Stories",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85266,"JB-8528145-00",33.72735,-111.93156,5,"Cash",39000,11700,4,3356,"Gas",1,"",NA,1999,12,20295.6052,35914,"Southwest","AZ","Scottsdale","Rolled Roofing / Torchdown / Bitumen",4868,2,40,"Arizona Public Service Company","PV Only",NA,0.117943,411.0912,10002,0.035,10800,0,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528147-00",33.631928,-111.976207,23,"Loan",28608,8582.4,4,2059,"Electric",1,"",NA,1987,9.6,12972.1017,14812,"Southwest","AZ","Phoenix","Round Tile",2462,4,32,"Arizona Public Service Company","PV Only",NA,0.160143,255.7765,10002,0.035,10800,0.061875,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528148-00",33.636041,-111.857178,14,"Loan",27625,8287.5,3,1998,"Gas",1,"",NA,1998,8.125,13771.4985,14262,"Southwest","AZ","Scottsdale","Rolled Roofing / Torchdown / Bitumen",3289,2,25,"Arizona Public Service Company","PV Only",NA,0.155569,243.0003,10000,0.035,10800,0,"Two Stories",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528150-00",33.697791,-111.877788,5,"Cash",32045,9613.5,3,3001,"Electric",1,"Refrigeration",1,1997,9.425,16751.0191,10106,"Southwest","AZ","Scottsdale","Foam",4774,1,29,"Arizona Public Service Company","PV Only",NA,0.149033,183.6173,10000,0.035,10800,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85281,"JB-8528151-00",33.420183,-111.95129,18,"Lease",42090,13455,3,1276,"",NA,"",NA,1968,13.8,21223.5926,30968,"Southwest","AZ","Tempe","Comp Shingle Roof",2462,2,46,"Arizona Public Service Company","PV Only",NA,0.140451,420.6429,10002,0.035,10800,0.044130435,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528153-00",33.592435,-111.806163,26,"Loan",39780,11934,4,2837,"",NA,"",NA,1988,15.3,28415.0966,30359,"Southwest","AZ","Scottsdale","Round Tile",4818,1,51,"Arizona Public Service Company","PV Only",NA,0.11117,345.2135,10000,0.035,10500,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85225,"JB-8528154-00",33.299162,-111.851213,26,"Loan",41925,12577.5,5,3900,"Gas",1,"Refrigeration",1,1999,12.9,23641.8839,23842,"Southwest","AZ","Chandler","Round Tile",5329,1,43,"Arizona Public Service Company","PV Only",NA,0.134856,325.9632,10000,0.035,10800,0.02,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85225,"JB-8528155-00",33.309004,-111.833188,18,"Lease",30624,8482.5,3,1455,"Gas",1,"",NA,1956,8.7,12399.9326,15353,"Southwest","AZ","Chandler","Comp Shingle Roof",2480,2,29,"Arizona Public Service Company","PV Only",NA,0.137561,234.0242,10000,0.035,10800,0.098965517,"",1,5.48,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85260,"JB-8528156-00",33.597841,-111.883419,20,"Loan",21840,6552,4,3490,"Gas",1,"Refrigeration",1,1996,7.8,12561.7898,23427,"Southwest","AZ","Scottsdale","Round Tile",5332,2,26,"Arizona Public Service Company","PV Only",NA,0.135788,323.1981,10002,0.035,10800,0,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528157-00",33.62459,-111.838019,18,"Loan",26072.28,7821.684,4,3375,"Gas",1,"Central",1,1999,8.775,14052.0503,24414,"Southwest","AZ","Scottsdale","Flat Tile",5467,3,27,"Arizona Public Service Company","PV Only",NA,0.165403,394.6179,10002,0.035,10800,0.011111111,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528158-00",33.701839,-111.906581,5,"Cash",29250,8775,5,3599,"Electric",1,"Central / Refrigeration",1,1997,9,15117.1733,41871,"Southwest","AZ","Scottsdale","Foam",5505,2,30,"Arizona Public Service Company","PV Only",NA,0.111297,446.4494,10002,0.035,10800,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85260,"JB-8528161-00",33.598144,-111.92187,12,"Lease",26535,8482.5,4,3012,"Electric",1,"Refrigeration",1,1983,8.7,11325.7457,16944,"Southwest","AZ","Scottsdale","Rolled Roofing / Torchdown / Bitumen",4813,2,29,"Arizona Public Service Company","PV Only",NA,0.126241,178.2516,998504750,0.035,40003,0.22862069,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,"JB-8528162-00",33.702834,-111.919657,20,"Cash",29250,8775,3,2697,"",NA,"",NA,1994,9,13314.2656,26764,"Southwest","AZ","Scottsdale","Round Tile",4286,2,30,"Arizona Public Service Company","PV Only",NA,0.124185,276.9729,10002,0.035,40003,0,"One Story",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85266,"JB-8528163-00",33.790489,-111.932297,23,"Loan",49650,14895,4,3300,"",NA,"Refrigeration",1,1994,11.4,19752.2708,19300,"Southwest","AZ","Scottsdale","Round Tile",4825,3,38,"Arizona Public Service Company","PV+Storage",2,0.130424,267.8722,10000,0.035,10800,0.002894737,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528167-00",33.595414,-111.808022,22,"Loan",34125,10237.5,3,2879,"",NA,"Refrigeration",1,1994,10.5,18625.2859,19110,"Southwest","AZ","Scottsdale","Round Tile",5490,1,35,"Arizona Public Service Company","PV Only",NA,0.137397,276.9113,998504750,0.035,10800,0,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85259,"JB-8528168-00",33.575516,-111.819673,5,"Cash",35100,10530,4,2386,"",NA,"",NA,1990,10.8,17096.113,17370,"Southwest","AZ","Scottsdale","Foam",3577,2,36,"Arizona Public Service Company","PV Only",NA,0.13438,252.6219,10000,0.035,10800,0.045555556,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528170-00",33.635404,-111.963027,24,"Loan",24414,7324.2,3,2152,"",NA,"Other",1,1986,7.8,11373.8831,18781,"Southwest","AZ","Phoenix","Round Tile",2185,5,24,"Arizona Public Service Company","PV Only",NA,0.159604,307.8994,998504750,0.035,10800,-2.22e-16,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85254,"JB-8528181-00",33.633287,-111.93019,21,"Loan",12207,3662.1,3,1428,"",NA,"Central",1,1986,3.9,7247.4471,6059,"Southwest","AZ","Phoenix","Comp Shingle Roof",2471,1,12,"Arizona Public Service Company","PV Only",NA,0.170067,143.9758,998504750,0.035,10800,0.05,"One Story",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85361,"JB-85323927-00",33.732402,-112.50492,5,"Lease",27450,8775,3,1568,"",NA,"",NA,2000,9,14233.6665,14554,"Southwest","AZ","Maricopa County","Rolled Roofing / Torchdown / Bitumen",2592,1,30,"Arizona Public Service Company","PV Only",NA,0.174424,268.7741,10000,0.035,10800,0,"",1,5.4,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85308,"JB-85323964-00",33.676663,-112.172619,23,"Cash",22425,6727.5,5,3551,"Gas",1,"Refrigeration",1,1998,6.9,12394.9401,13377,"Southwest","AZ","Glendale","Round Tile",4131,2,23,"Arizona Public Service Company","PV Only",NA,0.123313,137.4629,10004,0.035,40003,0.006521739,"",1,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85335,"JB-85324065-00",33.61493,-112.33711,23,"Loan",22100,6630,3,1949,"Electric",1,"Refrigeration",1,2002,6.5,9645.3188,9905,"Southwest","AZ","El Mirage","Flat Tile",1594,2,20,"Arizona Public Service Company","PV Only",NA,0.151718,184.0565,10002,0.035,10800,0.010909091,"",0,5.32,1380.82483,9077329.02,55332768.05,30873238.44,44060559.58,97005968.97,23700.97814,236349864.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
